0033_G2A3E1S0C1_KMA_001016|우주에 있는 별이 보이는 거라니, 참 신기해.|우주에 있는 별이 보이는 거라니, 참 신기해.
0033_G2A3E1S0C1_KMA_000935|이쪽으로 오십시오.|이쪽으로 오십시오.
0033_G2A3E1S0C1_KMA_000351|큰 오아시스는 십만 명의 사람이 살 만큼 넓다.|큰 오아시스는 십만 명의 사람이 살 만큼 넓다.
0033_G2A3E1S0C1_KMA_001236|용맹스럽게 일어나 싸웠습니다.|용맹스럽게 일어나 싸웠습니다.
0033_G2A3E1S0C1_KMA_001405|악행을 저지른 해적들은 해군에게 벌을 받았습니다.|악행을 저지른 해적들은 해군에게 벌을 받았습니다.
0033_G2A3E1S0C1_KMA_001489|송아지가 음식을 먹도록 자리를 비켜주었습니다.|송아지가 음식을 먹도록 자리를 비켜주었습니다.
0033_G2A3E1S0C1_KMA_000052|못 움직이고 있었는데 그녀가 구조대와 도착했다.|못 움직이고 있었는데 그녀가 구조대와 도착했다.
0033_G2A3E1S0C1_KMA_001415|밥맛 좋은 곳을 경상도 언양이라고 했습니다.|밥맛 좋은 곳을 경상도 언양이라고 했습니다.
0033_G2A3E1S0C1_KMA_001266|독립신문은 활약을 펼칠 수 있게 되었습니다.|독립신문은 활약을 펼칠 수 있게 되었습니다.
0033_G2A3E1S0C1_KMA_001421|거기는 한창 혈기의 자부심도 있지.|거기는 한창 혈기의 자부심도 있지.
0033_G2A3E1S0C1_KMA_001595|깍쟁이처럼 새침을 떠니 귀엽다.|깍쟁이처럼 새침을 떠니 귀엽다.
0033_G2A3E1S0C1_KMA_001697|어서 모이세요 두꺼비와 사슴의 경주가 시작됩니다.|어서 모이세요 두꺼비와 사슴의 경주가 시작됩니다.
0033_G2A3E1S0C1_KMA_000043|가는 길에 내 결혼식에 참여해주세요.|가는 길에 내 결혼식에 참여해주세요.
0033_G2A3E1S0C1_KMA_001384|이 나라는 지중해의 중심 위치에 있습니다.|이 나라는 지중해의 중심 위치에 있습니다.
0033_G2A3E1S0C1_KMA_001396|환호의 소리를 치는 것까지 울음에 섞인 소리였다.|환호의 소리를 치는 것까지 울음에 섞인 소리였다.
0033_G2A3E1S0C1_KMA_001419|잠재력 있는 특기생을 하나 얻을지도 몰라.|잠재력 있는 특기생을 하나 얻을지도 몰라.
0033_G2A3E1S0C1_KMA_001728|하하하하, 이야길 듣게.|하하하하, 이야길 듣게.
0033_G2A3E1S0C1_KMA_001578|뉴욕에서 무척 즐거웠어요.|뉴욕에서 무척 즐거웠어요.
0033_G2A3E1S0C1_KMA_001587|즐겁고 행복한 나팔 소리를 들었습니다.|즐겁고 행복한 나팔 소리를 들었습니다.
0033_G2A3E1S0C1_KMA_000330|후면은 직선으로 꺾인 특유의 테일램프가 눈에 띈다.|후면은 직선으로 꺾인 특유의 테일램프가 눈에 띈다.
0033_G2A3E1S0C1_KMA_001734|대궐 안에서는 축제가 열리고 있었습니다.|대궐 안에서는 축제가 열리고 있었습니다.
0033_G2A3E1S0C1_KMA_001444|비행기 타기 전까지 계속 일을 하던 그였다.|비행기 타기 전까지 계속 일을 하던 그였다.
0033_G2A3E1S0C1_KMA_000203|도둑들은 다른 두 사람에게 쫓기다 잡혔어.|도둑들은 다른 두 사람에게 쫓기다 잡혔어.
0033_G2A3E1S0C1_KMA_001329|시장이 흥분한 목소리로 대답했지.|시장이 흥분한 목소리로 대답했지.
0033_G2A3E1S0C1_KMA_000457|액티비티 최저가 보상제로 기분 좋게 예약했다.|액티비티 최저가 보상제로 기분 좋게 예약했다.
0033_G2A3E1S0C1_KMA_001273|이 세상에 더 잘생긴 얼굴이 또 있을까 싶다.|이 세상에 더 잘생긴 얼굴이 또 있을까 싶다.
0033_G2A3E1S0C1_KMA_001115|숲에서는 산새들이 지저귀고 있었습니다.|숲에서는 산새들이 지저귀고 있었습니다.
0033_G2A3E1S0C1_KMA_000402|음식을 데울 수 있는 전자레인지도 있지.|음식을 데울 수 있는 전자레인지도 있지.
0033_G2A3E1S0C1_KMA_000137|발명한 미국사람을 잊어버릴 수 없다.|발명한 미국사람을 잊어버릴 수 없다.
0033_G2A3E1S0C1_KMA_000236|이렇게 활쏘기를 잘하므로 사람마다 그를 신궁이라고 불렀다.|이렇게 활쏘기를 잘하므로 사람마다 그를 신궁이라고 불렀다.
0033_G2A3E1S0C1_KMA_000173|삼세대 비엠더블유에는 세 가지의 타이어가 들어간다.|삼세대 비엠더블유에는 세 가지의 타이어가 들어간다.
0033_G2A3E1S0C1_KMA_001331|그녀 쪽을 쳐다보며 만족스러운 웃음을 지었다.|그녀 쪽을 쳐다보며 만족스러운 웃음을 지었다.
0033_G2A3E1S0C1_KMA_001237|기습적인 검열을 실시했지만 아무것도 찾을 수 없었습니다.|기습적인 검열을 실시했지만 아무것도 찾을 수 없었습니다.
0033_G2A3E1S0C1_KMA_000549|유럽의회의 장소는 벨기에의 아주 자랑스러운 도시 브뤼셀입니다.|유럽의회의 장소는 벨기에의 아주 자랑스러운 도시 브뤼셀입니다.
0033_G2A3E1S0C1_KMA_001281|선생님보다도 전기에 대한 지식이 늘었습니다.|선생님보다도 전기에 대한 지식이 늘었습니다.
0033_G2A3E1S0C1_KMA_001136|이렇게 어여쁜 색시를 농 속에다 넣다니!|이렇게 어여쁜 색시를 농 속에다 넣다니!
0033_G2A3E1S0C1_KMA_000987|시계 기술자가 온 거예요.|시계 기술자가 온 거예요.
0033_G2A3E1S0C1_KMA_001132|믿음직한 그에게 그녀는 참다운 애정을 느꼈다.|믿음직한 그에게 그녀는 참다운 애정을 느꼈다.
0033_G2A3E1S0C1_KMA_001400|차디차고 감게 반짝이는 한줄기쇠를 물끄럼이 드려다보라.|차디차고 감게 반짝이는 한줄기쇠를 물끄럼이 드려다보라.
0033_G2A3E1S0C1_KMA_001402|친구는 베스트셀러 작가가 되었다.|친구는 베스트셀러 작가가 되었다.
0033_G2A3E1S0C1_KMA_000202|해바라기 꽃잎으로 지리와 통계를 배울 수 있다니!|해바라기 꽃잎으로 지리와 통계를 배울 수 있다니!
0033_G2A3E1S0C1_KMA_000745|이 속살거림에서 귀를 싹 씻으리라.|이 속살거림에서 귀를 싹 씻으리라.
0033_G2A3E1S0C1_KMA_001003|양국 간 신뢰 구축의 첫걸음을 뗐다.|양국 간 신뢰 구축의 첫걸음을 뗐다.
0033_G2A3E1S0C1_KMA_000451|후반 사십사 분에 회심의 슛을 성공했습니다.|후반 사십사 분에 회심의 슛을 성공했습니다.
0033_G2A3E1S0C1_KMA_000133|그분의 특성이 강렬해져 사물의 외형이 무관해졌다.|그분의 특성이 강렬해져 사물의 외형이 무관해졌다.
0033_G2A3E1S0C1_KMA_001677|개미는 즐거운 표정으로 조금씩 집으로 옮겼어요.|개미는 즐거운 표정으로 조금씩 집으로 옮겼어요.
0033_G2A3E1S0C1_KMA_000085|그녀가 도와주어 재화를 잃지 않았다.|그녀가 도와주어 재화를 잃지 않았다.
0033_G2A3E1S0C1_KMA_001286|페스티벌에 유명한 밴드가 참여한다는 소식이다.|페스티벌에 유명한 밴드가 참여한다는 소식이다.
0033_G2A3E1S0C1_KMA_000041|부인은 친절하게 죽을 쑤어다가 그에게 주었다.|부인은 친절하게 죽을 쑤어다가 그에게 주었다.
0033_G2A3E1S0C1_KMA_001292|알파벳과 같은 글자가 아닌 음절과 단어로 표현되는 장점이 있습니다.|알파벳과 같은 글자가 아닌 음절과 단어로 표현되는 장점이 있습니다.
0033_G2A3E1S0C1_KMA_001423|요술 왕의 시험이었습니다.|요술 왕의 시험이었습니다.
0033_G2A3E1S0C1_KMA_001318|역시 무시할 수 없는 강팀이었다.|역시 무시할 수 없는 강팀이었다.
0033_G2A3E1S0C1_KMA_001049|그녀는 그에게 가까이 다가가 속삭였다.|그녀는 그에게 가까이 다가가 속삭였다.
0033_G2A3E1S0C1_KMA_001243|기가 막히는 일이야.|기가 막히는 일이야.
0033_G2A3E1S0C1_KMA_001341|현관문의 자석 열쇠를 제가 만들었어요!|현관문의 자석 열쇠를 제가 만들었어요!
0033_G2A3E1S0C1_KMA_000996|기꺼이 태워다 드립니다.|기꺼이 태워다 드립니다.
0033_G2A3E1S0C1_KMA_001740|서울을 잠시라도 떠날 생각에 가슴이 부풀어올랐었다.|서울을 잠시라도 떠날 생각에 가슴이 부풀어올랐었다.
0033_G2A3E1S0C1_KMA_000799|그는 시계를 가만히 제 얼굴에다 비벼보았다.|그는 시계를 가만히 제 얼굴에다 비벼보았다.
0033_G2A3E1S0C1_KMA_000624|향기로운 흙냄새를 늘 맡아 이렇게 든든합니다.|향기로운 흙냄새를 늘 맡아 이렇게 든든합니다.
0033_G2A3E1S0C1_KMA_001311|카카오게임즈는 이십일일 한국거래소로부터 코스닥 상장 예비심사 승인을 받았다.|카카오게임즈는 이십일일 한국거래소로부터 코스닥 상장 예비심사 승인을 받았다.
0033_G2A3E1S0C1_KMA_000169|뜻밖의 재주에 감탄하는 손뼉 소리가 여기저기서 울렸다.|뜻밖의 재주에 감탄하는 손뼉 소리가 여기저기서 울렸다.
0033_G2A3E1S0C1_KMA_001591|그들은 즐겁게 여행을 할 수 있게 되었습니다.|그들은 즐겁게 여행을 할 수 있게 되었습니다.
0033_G2A3E1S0C1_KMA_000161|일년 동안 생산된 생산물을 시장가로 나타낸 것이다.|일년 동안 생산된 생산물을 시장가로 나타낸 것이다.
0033_G2A3E1S0C1_KMA_001350|시의회는 자치법규 제정 및 예산 심사를 합니다.|시의회는 자치법규 제정 및 예산 심사를 합니다.
0033_G2A3E1S0C1_KMA_001372|이게 시장에서 6만 5천 원짜리에요.|이게 시장에서 6만 5천 원짜리에요.
0033_G2A3E1S0C1_KMA_000064|내 맘을 채찍질해주는 것을 감사히 알고 있습니다.|내 맘을 채찍질해주는 것을 감사히 알고 있습니다.
0033_G2A3E1S0C1_KMA_000982|지방선거가 끝난 지 일주일이 지났다.|지방선거가 끝난 지 일주일이 지났다.
0033_G2A3E1S0C1_KMA_001250|실크로드 익스프레스를 실현하기 위해선 국내 시설도 개선하였다.|실크로드 익스프레스를 실현하기 위해선 국내 시설도 개선하였다.
0033_G2A3E1S0C1_KMA_000216|별들이 이렇게 아름다워 보일 수 있다니!|별들이 이렇게 아름다워 보일 수 있다니!
0033_G2A3E1S0C1_KMA_001669|사십 원 가량이나 이익이 붙었다는 것이었다.|사십 원 가량이나 이익이 붙었다는 것이었다.
0033_G2A3E1S0C1_KMA_001044|네가 시를 지으면, 난 하프를 연주할 거다.|네가 시를 지으면, 난 하프를 연주할 거다.
0033_G2A3E1S0C1_KMA_000358|지난해엔 프로기사 두세명이 해주던 것을 에이아이가 대신하고 있는 것이다.|지난해엔 프로기사 두세명이 해주던 것을 에이아이가 대신하고 있는 것이다.
0033_G2A3E1S0C1_KMA_001564|유럽에서는 맛있는 빵과 포도주를 주로 즐겨요.|유럽에서는 맛있는 빵과 포도주를 주로 즐겨요.
0033_G2A3E1S0C1_KMA_001231|세계 최초의 전화기가 발명된 것입니다.|세계 최초의 전화기가 발명된 것입니다.
0033_G2A3E1S0C1_KMA_001127|한 가을의 맑음을 사랑할 만하다.|한 가을의 맑음을 사랑할 만하다.
0033_G2A3E1S0C1_KMA_000662|형기 7년까지 가지 않아도 이제는 됐다.|형기 7년까지 가지 않아도 이제는 됐다.
0033_G2A3E1S0C1_KMA_001179|임금님이 행진에 입으신 옷을 내가 만들었다.|임금님이 행진에 입으신 옷을 내가 만들었다.
0033_G2A3E1S0C1_KMA_000804|지성으로 기도를 끝낸 그녀는 계속 빌었습니다.|지성으로 기도를 끝낸 그녀는 계속 빌었습니다.
0033_G2A3E1S0C1_KMA_001623|우리 둘의 합창 소리는 교실이 떠나갈 듯 하였다.|우리 둘의 합창 소리는 교실이 떠나갈 듯 하였다.
0033_G2A3E1S0C1_KMA_000142|수학 문제를 나가서 푸는 아이는 신처럼 우러러보이던 것이다.|수학 문제를 나가서 푸는 아이는 신처럼 우러러보이던 것이다.
0033_G2A3E1S0C1_KMA_000148|날개가 생겨 날아다닐 수 있게 되었습니다.|날개가 생겨 날아다닐 수 있게 되었습니다.
0033_G2A3E1S0C1_KMA_001019|저기 새빨간 양옥집 저 집이에요.|저기 새빨간 양옥집 저 집이에요.
0033_G2A3E1S0C1_KMA_001625|별별 연극을 다 해야지요.|별별 연극을 다 해야지요.
0033_G2A3E1S0C1_KMA_001842|희망의 빛을 본 듯이 무척 기뻐하였습니다.|희망의 빛을 본 듯이 무척 기뻐하였습니다.
0033_G2A3E1S0C1_KMA_000266|나뭇잎만 바시락 해도 가슴이 뛰었다.|나뭇잎만 바시락 해도 가슴이 뛰었다.
0033_G2A3E1S0C1_KMA_000821|역시 반갑고 정다웠다.|역시 반갑고 정다웠다.
0033_G2A3E1S0C1_KMA_001676|밭을 갈면서도 즐거운지 노래를 흥얼거리고 있었습니다.|밭을 갈면서도 즐거운지 노래를 흥얼거리고 있었습니다.
0033_G2A3E1S0C1_KMA_000221|이상한 형체가 걸어 나왔는데 유령으로 착각했어.|이상한 형체가 걸어 나왔는데 유령으로 착각했어.
0033_G2A3E1S0C1_KMA_001410|내가 담당한 청약마감률은 소폭 증가했다.|내가 담당한 청약마감률은 소폭 증가했다.
0033_G2A3E1S0C1_KMA_000170|나무꾼은 큰 도끼를 휘둘렀습니다.|나무꾼은 큰 도끼를 휘둘렀습니다.
0033_G2A3E1S0C1_KMA_001034|술기운에 젖으면 어린 자식이 더 귀여워진다.|술기운에 젖으면 어린 자식이 더 귀여워진다.
0033_G2A3E1S0C1_KMA_001139|이렇게 커가는 그들이 한없이 귀엽게만 여겨졌다.|이렇게 커가는 그들이 한없이 귀엽게만 여겨졌다.
0033_G2A3E1S0C1_KMA_000498|새끼 귀뚜라미를 모두 뒷산에 풀어주었습니다.|새끼 귀뚜라미를 모두 뒷산에 풀어주었습니다.
0033_G2A3E1S0C1_KMA_000766|가라앉은 두 사람의 가슴에 불을 지르진 않았다.|가라앉은 두 사람의 가슴에 불을 지르진 않았다.
0033_G2A3E1S0C1_KMA_000963|다섯 시에 만나기로 약속했으니깐 신부 댁이겠네.|다섯 시에 만나기로 약속했으니깐 신부 댁이겠네.
0033_G2A3E1S0C1_KMA_001726|웃고 손뼉 치며 즐거워했습니다.|웃고 손뼉 치며 즐거워했습니다.
0033_G2A3E1S0C1_KMA_001659|첫 외출을 즐겁게 보내라.|첫 외출을 즐겁게 보내라.
0033_G2A3E1S0C1_KMA_000144|이제 사람들 속에 의연하게 서 있다.|이제 사람들 속에 의연하게 서 있다.
0033_G2A3E1S0C1_KMA_001719|잔 가득 흥을 부어, 즐기다가 오리라.|잔 가득 흥을 부어, 즐기다가 오리라.
0033_G2A3E1S0C1_KMA_001868|여기에 다시 왔을 때 사위로 삼도록 하겠다.|여기에 다시 왔을 때 사위로 삼도록 하겠다.
0033_G2A3E1S0C1_KMA_001133|놈팡이 정신이 절반이나 나갔지.|놈팡이 정신이 절반이나 나갔지.
0033_G2A3E1S0C1_KMA_001781|산에는 행복한 기운을 내뿜는 요정이 살고 있어요.|산에는 행복한 기운을 내뿜는 요정이 살고 있어요.
0033_G2A3E1S0C1_KMA_001036|주종 관계만 없으면 가족같이 사랑스러운 사람들이었다.|주종 관계만 없으면 가족같이 사랑스러운 사람들이었다.
0033_G2A3E1S0C1_KMA_001321|낭트에는 멋있는 쥘 베른의 생가가 있어요.|낭트에는 멋있는 쥘 베른의 생가가 있어요.
0033_G2A3E1S0C1_KMA_001225|이렇게 귀한 실크를 보게 되다니.|이렇게 귀한 실크를 보게 되다니.
0033_G2A3E1S0C1_KMA_001407|미국 정치사의 중요한 페이지를 차지하게 되었다.|미국 정치사의 중요한 페이지를 차지하게 되었다.
0033_G2A3E1S0C1_KMA_001571|극장에 가서 무대를 보고 일시적 도취에 마음을 부쳤다.|극장에 가서 무대를 보고 일시적 도취에 마음을 부쳤다.
0033_G2A3E1S0C1_KMA_001735|즐겁게 웃으며 이야기를 해주었습니다.|즐겁게 웃으며 이야기를 해주었습니다.
0033_G2A3E1S0C1_KMA_000601|남편의 결백한 심경이 그녀에게는 진실로 기뻤다.|남편의 결백한 심경이 그녀에게는 진실로 기뻤다.
0033_G2A3E1S0C1_KMA_000058|물통과 도시락을 자동차로 집까지 실어 주었다.|물통과 도시락을 자동차로 집까지 실어 주었다.
0033_G2A3E1S0C1_KMA_000092|교회 전도사인 그는 기꺼이 예배당을 빌려주겠다고 했습니다.|교회 전도사인 그는 기꺼이 예배당을 빌려주겠다고 했습니다.
0033_G2A3E1S0C1_KMA_000617|헤딩슈팅이 골키퍼에 잡히자 박수치는 팬들이 적잖았다.|헤딩슈팅이 골키퍼에 잡히자 박수치는 팬들이 적잖았다.
0033_G2A3E1S0C1_KMA_000444|잠자던 소년은 귀뚜라미가 방 안에 있어서 잡았습니다.|잠자던 소년은 귀뚜라미가 방 안에 있어서 잡았습니다.
0033_G2A3E1S0C1_KMA_001207|햇볕으로 가득한 허공을 향하여 팔을 벌렸다.|햇볕으로 가득한 허공을 향하여 팔을 벌렸다.
0033_G2A3E1S0C1_KMA_001033|그녀가 웃자, 기분이 좋아졌어요.|그녀가 웃자, 기분이 좋아졌어요.
0033_G2A3E1S0C1_KMA_001628|달력에 이삿날을 표시하며 즐거워했습니다.|달력에 이삿날을 표시하며 즐거워했습니다.
0033_G2A3E1S0C1_KMA_000967|전에도 들어왔던 것처럼 익숙하게 들렸다.|전에도 들어왔던 것처럼 익숙하게 들렸다.
0033_G2A3E1S0C1_KMA_000197|제주도 한라산은 조선에 둘째로 높은 산으로 육천칠백 척이나 됩니다.|제주도 한라산은 조선에 둘째로 높은 산으로 육천칠백 척이나 됩니다.
0033_G2A3E1S0C1_KMA_000130|어깨를 나란히 하고 세계를 형성하려는 정의에 감격했다.|어깨를 나란히 하고 세계를 형성하려는 정의에 감격했다.
0033_G2A3E1S0C1_KMA_000172|형은 매일매일 열심히 우물을 파기 시작했습니다.|형은 매일매일 열심히 우물을 파기 시작했습니다.
0033_G2A3E1S0C1_KMA_000456|이발사가 남편의 턱수염을 깔끔하게 깎아주었습니다.|이발사가 남편의 턱수염을 깔끔하게 깎아주었습니다.
0033_G2A3E1S0C1_KMA_000972|옛날의 학생 아가씨 아니오?|옛날의 학생 아가씨 아니오?
0033_G2A3E1S0C1_KMA_000893|많은 수확과 즐거움이 있었습니까?|많은 수확과 즐거움이 있었습니까?
0033_G2A3E1S0C1_KMA_000214|장애인 여행객 역시 소비 주체임을 인식하기 시작한 것이다.|장애인 여행객 역시 소비 주체임을 인식하기 시작한 것이다.
0033_G2A3E1S0C1_KMA_001315|훌륭한 스님이 계시는 걸요.|훌륭한 스님이 계시는 걸요.
0033_G2A3E1S0C1_KMA_001650|사람들은 풍년을 기원하며 농악에 맞춰 춤을 추었다.|사람들은 풍년을 기원하며 농악에 맞춰 춤을 추었다.
0033_G2A3E1S0C1_KMA_001729|선물 받은 스웨터와 장갑을 끼고 나갔어.|선물 받은 스웨터와 장갑을 끼고 나갔어.
0033_G2A3E1S0C1_KMA_000181|도깨비가 유리병 속에 갇혔었다는 건 믿을 수 없어.|도깨비가 유리병 속에 갇혔었다는 건 믿을 수 없어.
0033_G2A3E1S0C1_KMA_000757|어째서 가슴까지 몸까지 이렇게 들먹거려질까.|어째서 가슴까지 몸까지 이렇게 들먹거려질까.
0033_G2A3E1S0C1_KMA_001369|내 키가 제일 크네.|내 키가 제일 크네.
0033_G2A3E1S0C1_KMA_001527|사회규범을 더 의식해 그에 맞추고자 한다는 뜻이다.|사회규범을 더 의식해 그에 맞추고자 한다는 뜻이다.
0033_G2A3E1S0C1_KMA_000095|쥐가 그물을 끊어주어 간신히 탈출했다.|쥐가 그물을 끊어주어 간신히 탈출했다.
